ID,SMILES,LogP
2397,C1(C2=CC=CC=C2Cl)C(C(OC)=O)C(=NC(COCCN)=C1C(=O)OCC)C,4.432
2398,C=1NC=2C(=CC=CC=2O)C(C1)=O,3.772
2399,C1COCCN1C=NC=2C=CN(C3OC(CO)C(F)C3)C(N=2)=O,0.961
2400,S1CC(CSC1)NC(=O)N(N=O)CCCl,3.329
2401,N1C(OC=N1)=N,0.545
2402,N1(C=2NC=C(C(=O)OCC)C(C=2C(=N1)C=3C=CC=CC=3)=NC4=CC=C(C=C4)O)C5=CC=CC=C5,4.504
2403,CNCC(O)C1=CC=C(C=C1)O,1.323
2404,CN(C)CC(NC1CC(OC=2CC(O)(C=C3C(O)=C4C(C(=C5C(=C4O)C=CC=C5OC)O)=C(C=23)O)C(C)=O)OC(C)C1O)=O,1.128
2405,O=[N+]([O-])C1=CNC(=NC(C(CO)O)CO)C=N1,0.64
2406,C1=CC(CNC2C(=O)CC=3C(C=CC4=C(C=C(C(=C4C=3CC2)OC)OC)C)=NC(C)=O)=CC=C1,5.864
2407,CNC(NC#N)=NC,2.022
2408,CN(C)C1C(C(OC2C(C(C(C)C(OC(CC)C(O)(C(C(C(C(CC2(C)O)C)=O)C)O)C)=O)OC3OC(C(C(OC)(C)C3)OC=O)C)C)OC(C)C1)O,6.341
2409,C1(Cl)=C(Cl)C(Cl)=CC(Cl)=C1C=2C=C(C=C(Cl)C=2)Cl,9.001
2410,C(CCCC(C1=CCaCC=C1)C)CCCC,8.916
2411,C=1C(Cl)=C(C(=CC=1[N+]([O-])=O)Cl)NC=2NCCN=2,3.375
2412,C1CCC=CC1C(C(OC)=O)(C(NC(NC)=O)=O)C,4.554
2413,C1CN(CCN1CC2CN=C(O2)N)C3=C(C)C(=CC=C3)C,3.625
2414,CC1=C(C(=CC=C1)OC(NC)=O)C,3.282
2415,FC(F)(F)C=1C=CC(C(NC2=CC3=NN(C4CCCC4)N=C3C=C2)=O)=CC=1,5.941
2416,O(CC)C=1C=C[N+](=CC=1)[O-],2.966
2417,C(CC(=O)OCC)C1=CC=CC=C1,6.412
2418,O(C(C(=O)O)C)C=1C(Cl)=CC(Cl)=C(C=1)Cl,5.823
2419,NC(=O)NC,0.042
2420,C=1C=2C=3C=C4C(C=CC=C4)=CC=3SC=2C=CC=1,6.87
2421,C1=CC=CC=CC=C1,4.334
2422,CC1=CC=C(COC(=O)N)C=C1,2.877
2423,N(C(C(O)=O)C(CC)C)C(=O)C(CC(=O)N)N,0.097
2424,N1(C=CN=C1[N+](=O)[O-])C2OC(C(OC(=O)C)C(OC(=O)C)C2OC(C)=O)COC(C)=O,1.526
2425,O=S(=O)(NC(#C)(=O)N=C1NC(OC)=CC(=N1)OC)NC2=CC=CC=C2C(=O)C3CC3,4.906
2426,C1=CC=C2C(C(CC(=O)C2=C1)=NCCO)=O,2.973
2427,ClC1=CC(=C(C(=C1)OC2=CC=C(Cl)C=C2Cl)Cl)Cl,7.998
2428,C(O)(C)CN1C(=NC=C1[N+](=O)[O-])C,1.7
2429,C1CN(CCC1O)CCCC=2C(COC=3C(=CC=CC=3)OC)=CC=CC=2,4.3
2430,C=1(C=CC(OC)=CC=1)C(C=2C=CC(OC)=CC=2)C(CC)[N+](=O)[O-],6.462
2431,FC(F)(F)C=1C=CC=C(C2C(C3=CC=CC=C3C2=O)=O)C=1,5.1
2432,C1(O)=C2C(=CC(O)=C1)OC(=CC2=O)C3=CC=C(C=C3)O,2.926
2433,N=1O[N+](=C(N)C=1C)[O-],1.126
2434,OC1(=CC=C(CC(NC(=O)C)C(OC)=O)C=C1)=C,3.817
2435,O=S(=O)(C=1C=CC(C(NC)=O)=CC=1)N,0.953
2436,C1CCC1C(=O)NC(=O)CC,1.468
2437,C=1N=CC(=CC=1)COCC(N)C(=O)O,-0.62
2438,C1COCCN1C2=C(C#N)C=C(C(C)=N2)C=3C=CC=CC=3,4.731
2439,COC(CCC(=O)OC)=O,1.92
2440,O(C(NC=1C=CC(=CC=1)OC)=O)C,3.102
2441,C=1N=CC(C(O)CC#C)=CC=1,2.323
2442,CC(C)(C)C(=O)OCOC(C1N2C(C(C2=O)NC(CC3=CSC(=N)N3)=O)SCC1=CSC4=NN=NN4CCN(C)C)=O,5.393
2443,S(C1=NN=C(CCCCCC)C(=O)N1N)C,4.052
2444,C12=C(C)C=C3OC=CC3=C1OC(=O)C=C2,3.828
2445,OC(=O)C(CCCCNC=O)N,-1.537
2446,N(C(=O)N)C=1C(Cl)=CC=CC=1,2.598
2447,FC(CN1C=CN=C1[N+]([O-])=O)CO,1.06
2448,C1COCCN1C2CC(OC(C)C2O)OC=3CC(O)(C(C)=O)C=C4C(O)=C5C(=C6C(C(=CC=C6)OC)=C(O)C5=C(O)C=34)O,2.706
2449,C1=C(OC)C(C(=CC1=O)OC)=O,1.764
2450,C=1(C=2C=C(C=C(Cl)C=2)Cl)C(Cl)=CC(Cl)=CC=1,7.58
2451,S1CC(CSC1)NC(=O)N(CCF)N=O,4.458
2452,C(#N)C1=CC=C(OP(OCC)(=S)C2=CC=CC=C2)C=C1,6.029
2453,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(OC2CCCCC2)=O,5.687
2454,C=1C=CC(=CC=1)C2(C=3C=CC=CC=3)OC(C(C(=NOCC)CCC)C(=O)C2)=O,6.271
2455,OCCSCCO,0.884
2456,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3CS(=O)(=O)C=C3)=O,4.622
2457,O=S(=O)(C)NC1=CC=C([N+](=O)[O-])C=C1OC=2C=CC=CC=2,3.986
2458,C1=C(OC(C=C2C(=O)N(C)C(=NC(=O)C)S2)=C1)[N+]([O-])=O,4.623
2459,OCCCC1=CC=CC=C1,3.45
2460,C1=C2C(C=CC=C2)=CC(=C1)N,3.707
2461,C(CO[N+](=O)[O-])OCCO[N+](=O)[O-],2.523
2462,C1(C(C(C(OC1OC=2C(I)=C(C(=CC=2)I)OC3OC(CO)C(C(O)C3O)O)CO)O)O)O,2.587
2463,N=C1NC(=N)C(=CN1)CC=2C=C(Cl)C(=CC=2)OC,2.979
2464,C=1C2(C)C3(C(CC4(C(C(NCCCCC)=O)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,5.198
2465,O=S(=O)(C=1C=CC(=CC=1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,5.195
2466,CCCN(CCC)CCC1=CC=CC=2NC(CC1=2)=O,4.416
2467,O=S(=O)(CC)C=1C=C(C(NCC2CCCN2CC)=O)C(OC)=CC=1,2.707
2468,C12(C(CCC1(C(=O)COC(CCCCCCC)=O)O)C3C(C(O)C2)C4(CCC(CC4=CC3)=O)C)C,5.602
2469,CN(C)C1=NN=C(C=2C=CC=CC=2)C=3C=CC=CC1=3,4.511
2470,O=[N+](C=1N=CN(CC(CO)F)N=1)[O-],0.462
2471,ClC1=CC=C(C=C1Cl)NC(=O)OC,4.76
2472,CC(C)C(C(O)=O)NC(=O)C(CC1=CC=C(C=C1)O)NC(OCC=2C=CC=CC=2)=O,4.453
2473,OC1C(C(C(OC=2C=C(C(=CC=2I)I)OC3C(O)C(O)C(C(CO)O3)O)OC1CO)O)O,3.843
2474,O=C1N(N=C(C=C1)C2=CC=CC=C2)CCCCNC(=O)N,2.663
2475,ClCMCl)(Cl)C(NC(=O)OCC)O,5.061
2476,O=S1(=O)C2=CC(S(=O)(=O)N)=CC=C2NC=N1,0.021
2477,O(C1CC2C(C)(C3C(CC2)C4(C(C(C=5CC(OC=5)=O)CC4)(CC3)C)O)CC1)C6C(C(OC)C(O)C(C)O6)O,3.396
2478,O=[N+](C=1N=CN(CC(O)COCC)N=1)[O-],1.034
2479,C=1N=C(C(C#N)=CC=1C2=CC=NC=C2)OCC(C)O,3.116
2480,C=1C=CC=C2OC=CC(C=12)=O,2.859
2481,C12=NC=NC(=C1C=CS2)Cl,2.786
2482,FC(F)(F)C1=CC(=CC=C1)C=O,4.046
2483,C=1(C(C(=CC(=O)C=1OC)OC)=O)OC,1.719
2484,CC(C)CCO[N+]([O-])=O,4.047
2485,C=1N2C(C=CC=C2)=CC=1C=3C=CC=C(Cl)C=3,6.564
2486,C1CCCCCC(N1)=O,1.891
2487,C=1N2C(C=CC=C2)=CC=1C3=CC(=CC=C3)Br,6.927
2488,C1=2C=CC=CC1=CC(=CN=2)C,4.132
2489,FC(F)(F)CN(CC(F)(F)F)N=O,3.123
2490,CN(C)C(CCOC(C1=CC=CC=C1)=O)=O,2.537
2491,C1CN(CCO1)CCN=C2C(=CC(=NN2)C3=CC=CC=C3)C,3.537
2492,C1(=CC(Cl)=C(Cl)C=C1Cl)OC=2C=CC=C(Cl)C=2,7.708
2493,C1=NC=2C(NC(=NC(=O)C)NC=2N1COCCOC(C)=O)=O,0.773
2494,CC1=CC=C(C=C1)NC(NN)=O,1.944
2495,OC(O)C(CC(C)C)NC(C(NC(C(N)CC(C)C)=O)C(C)=O)=O,1.636
2496,C(C)OP(OCC)(=O)OC1=CC=C([N+]([O-])=O)C=C1,3.53
2497,O=C1C2=CC=CC=C2C(CCCC)O1,4.203
2498,OCCOC=1C(=CC(=CC=1)C=O)OC,2.056
2499,C1(=CC=C(C=C1)Cl)OCC(C)O,3.914
2500,C1(=CC=C(Cl)C=C1Cl)OC=2C(Cl)=CC(Cl)=CC=2Cl,7.3
2501,O=C1N(C=2C(=CC(Cl)=CC=2)Cl)C(=C3C1N(CC(NC=4C=CC=CC=4)=O)N=N3)O,5.514
2502,C1=CC=C(C(=O)NC)O1,1.908
2503,CC(C)C(=O)OCC1CCC(N2C=NC=3C2=NC=NC=3O)O1,1.3
2504,C1=CC=CC=C1C(N(NC(=S)NC=2C=CC=CC=2)C)=O,4.049
2505,CN(C)C1C(C(C)OC(OC2C(C(C(C)C(OC(CC)C(O)(C(C(C(C(CC2(C)O)C)=O)C)O)C)=O)OC3OC(C)C(C(C)(C3)OC)O)C)C1O)O,-1.873
2506,C12CC3(CC(CC(C1)(N)C3)C2)C,4.338
2507,C(CCCN)CC(=O)O,-2.488
2508,C1=CC=CC2=NN(N=C12)O,1.99
2509,CC1(C)C2(C(=O)OC1(C(=O)NC=3C(=CC=CC=3)CC)CC2)C,5.186
2510,C=1C=C(C=CC=1NC(=O)C=2SC=CC=2)S(=O)(=O)C3=CC=C(NC(=O)C=4SC=CC=4)C=C3,5.718
2511,C1=C(NC=2NCCN=2)C(Cl)=CC=C1,3.36
2512,C=1N2C(C=CC=C2)=CC=1C3=CC(=CC=C3)OC,5.587
2513,CC(C)C=1C=C(Cl)C(C)=CC=1Cl,7.352
2514,CC(C)(C)N(C(C1=CC=CC(I)=C1)=O)NC(=O)C=2C=CC=CC=2,4.792
2515,C1(C)=CN(C2OC(C=C2)CO)C(=O)NC1=O,0.891
2516,C=1N(C(=C(C(C=1)=O)O)C)CCC(NCC)=O,0.669
2517,C=1C2(C)C3(C(CC4(C(CC(C4(O)C(COC(CCCC)=O)=O)C)C3CC=C2CC(=O)C=1)C)O)F,5.288
2518,ClC1=CC2=C(Cl)C=C(C=C2C(Cl)=C1)Cl,7.957
2519,O=C(C=1C=CC(=CC=1)C(=O)OC)OC,3.788
2520,OCC(CNC(C1=C(C(C(=O)NCC(O)CO)=C(C(N(C(=O)CO)CCO)=C1I)I)I)=O)O,-2.858
2521,[O-][N+](=O)C=1C=C(C=C2C(C3=C(C(=CC([N+](=O)[O-])=C3)[N+](=O)[O-])C=12)=O)[N+]([O-])=O,4.694
2522,C=12C(=CC=CC=1)N(C)C(C(N2C)=O)=O,1.668
2523,C=1C2=C(N=CC=C2)C(=CC=1)NC=O,3.485
2524,CC(C)=CCCC(C)=CCO,5.259
2525,CN(C(N(CCCC(NC(=O)C)C(NCC1=CC=CC=C1)=O)CCC)=O)N=O,4.0
2526,O=S(=O)(O)c1cccc(N)c1,-3.611
2527,O=S(=O)(C1=NNC(S1)=NC(C)=O)N,1.269
2528,ClC(Cl)(Cl)C=1N=C(N=C(C(Cl)(Cl)Cl)N=1)SC,5.934
2529,C(#N)C1=CC=C([N+]([O-])=O)C=C1,2.132
2530,FC(F)(F)C=1C=CC=C(OC2=NC=CC=C2C(NC3=CC=C(C=C3F)F)=O)C=1,6.376
2531,O=S(=O)(C1=CC=C(C)C=C1)CC(C2=CC=C(C=C2)Cl)C(CC)=O,4.473
2532,C(CCN(N=O)C(N)=O)C,1.97
2533,C1=CC2=CC=C(C=C2N1)OCC,3.666
2534,O(CC)C(=O)CCC(C)N1C2=CC=CC=C2N=N1,4.196
2535,FC=1C=CC=C(C(=O)O)C=1,3.703
2536,CN(C)N=NC=1C(=CC=CC=1)SC,4.76
2537,O=S(=O)(N(CC(NC1=CC=CC=C1C(NCC=2OC=CC=2)=O)=O)C3=CC=C(C)C=C3)C,5.029
2538,C1=C(C(=CC=C1Cl)NC(NCCC2=CNC3=C2C=CC=C3)=S)C,6.158
2539,CC(C)C=1C=C(C(C)=CC=1OCCNCC2=CC(O)=C3C(C=CC=C3)=C2O)O,6.18
2540,CC(C)C(C(=O)N)NC(C(NC(C)=O)CCSC)=O,0.88
2541,C1=NC2=C(N=CN2C3OC(CC3F)CO)C(N1)=N,1.396
2542,C(=O)(N)C(NC(=O)C)CS,0.821
2543,ClC(Cl)(Cl)C(C=1C=CC=CC=1)C=2C=CC=CC=2,6.688
2544,C(C=1C(=CC=C(C(=O)C)C=1)OC)OC(C2=CC(Cl)=CC=C2Cl)=O,6.064
2545,C=1C=C2C=CC=CC2=NC=1SC,3.938
2546,C1(N(C)C(=O)NC(=O)C1(CC)C(C)C=2C=CC=CC=2)=O,4.603
2547,FC(F)(F)C=1C=CC=C(N=C2NC=CC=C2C(O)=O)C=1,5.696
2548,O=C(O)CN(CC(=O)O)CC(=O)NC1=C(C=C(C)C(=C1C)Br)C,1.121
2549,CC(C)C1=CC=CC=C1[N+]([O-])=O,5.212
2550,CC(C)(C)C(=O)OCOC(=O)C1N2C(SCC1=CSC3=NN=NN3C)C(NC(C(O)C=4C=CC=CC=4)=O)C2=O,2.671
2551,C(C)OC(=O)C(C(OCC)=O)=C1SCCS1,4.032
2552,CC(=O)OCN1N=CC2=C(O)N=CN=C12,1.388
2553,CCCCCOP(OCCCCC)(=O)C,5.033
2554,FC(F)OC=1C(Cl)=CC(=CC=1)NC(=S)NCC2CCCO2,4.481
2555,O=S(=O)(C=1C=CC(N)=CC=1)NC2=CC=C([N+](=O)[O-])C=C2,3.66
2556,C=12C3=CC=C4C=1C(C=5C4=CC=CC=5)=CC=C2C=CC3,7.024
2557,CCC1(CC)C(=O#C)NC(=O)NC1=O,2.106
2558,O=S1(=O)NC(C2=CC=CC=C12)=O,2.534
2559,O=S(=O)(C=1C=CC(N)=CC=1)NC2=CC=C(S(=O)(=O)N)C=C2,1.637
2560,C=12C(N(C3=NN=C(C)S3)C(C=1OC4=CC=CC=C4C2=O)=O)C=5C=CC=C(OCC=C)C=5,6.35
2561,CC1(C)OC=2C(C3C1CCC(C)=C3)=C(O)C=C(CCCCC)C=2,9.027
2562,N=C1N=C(C=2N=CN(C=2N1)C3CCC(CO)O3)I,2.301
2563,CC(C)N(C(C)C)CCSP(=O)(C)OCC,2.938
2564,O(C)P(OC)(=S)OC=1C(C#N)=CC(Cl)=CC=1,6.006
2565,C=1(C=C2C(=CC=1)OCO2)CNC(CSC3=NC=4C=CC=CC=4C(=C3)C)=O,4.813
2566,C1(Cl)=C(C(C2C(C(=O)OC)C(=NC(C)=C2C(OCC)=O)C)=C(C=C1)=C)Cl,6.141
2567,O=[N+](C=1N=CN(CC(NCCCOC)=S)N=1)[O-],1.552
2568,ClCC1(CCl)C2(C(Cl)(Cl)C(Cl)C1C(Cl)(Cl)C2)C(Cl)Cl,7.759
2569,CC(C)=CCCC(C=C)=C,6.51
2570,C1CC1C(=O)C=2C=3C(N(C=2)CC(NC4=C(C)C=CC=C4C)=O)=CC=CC=3,4.617
2571,CC1(C)OC=2C(C=C1)=CC=C(C=2)OC,4.997
2572,C(#N)C1=CC=CC(=C1)C(=O)O,2.805
2573,C=1(C(O)=CC=C(C=1)CC(N)C(=O)OCCC=2C=CC(OC)=CC=2)O,3.308
2574,CCN(CC)S(=O)(=O)N1CCCC(C(=O)NC2CCCCC2)C1,5.462
2575,CC(C)(C)C(O)C(OC1=CC=C(C=C1)Cl)N2N=CN=C2,4.784
2576,O(CCCC1=CC=CC=C1)C(=O)N,3.432
2577,CC(C)(C1=CC(O)=C2C3C(CC=C(C)C3)C(C)(C)OC2=C1)CCCCCC,10.325
2578,N1C=CSC1=N,1.605
2579,ClC=1C(Cl)=C(C(=C(C=1Cl)Cl)C=2C=CC(=CC=2)Cl)Cl,8.611
2580,[N+]([O-])(C=1N(CC(CN2C([N+]([O-])=O)=CN=C2C)O)C(=NC=1)C)=O,2.469
2581,O(C1=CC=CC(C(=O)O)=C1)C,3.177
2582,C=1C=CC=CC=1C(O)C2=CC=CC=N2,3.229
2583,C=1(C(=CC=CC=1)Cl)Cl,5.715
2584,O=S(=O)(N=C1NC=C(C(C)C)C=N1)C2=CC=C(N)C=C2,2.039
2585,FC(F)(F)S(=O)(=O)(NC1=CC(=CC=C1)OC)#C,5.76
2586,C=1N=CC=C(C2=CNC(=NCC=C)C(C#N)=C2)C=1,3.626
2587,ClC(Cl)C(F)(F)OC,3.761
2588,C1CN(CCN1C(C=2C(=CC=CC=2)OC)=O)C,1.877
2589,C1CC(CCO1)C=2C(N(C(=NN=2)SC)N)=O,2.78
2590,C(OC(C1=CC=C(C=C1)Cl)=O)COC=2C(=CC(=CC=2)C=O)OC,5.51
2591,N(NC(C)=O)C=C1C(=CNC(=C)C1=O)CO,2.228
2592,C(COC)NC(=O)COC1=CC=C(OCCNCC(COC2=CC=CC=C2)O)C=C1,3.401
2593,O=C1C(N(C(=O)NC1=O)CC2=CC=CC=C2)=O,2.38
2594,FC(F)(F)C1=CC(N2N=CC(NC)=C(C2=O)Cl)=CC=C1,3.695
2595,C1(=C(F)C(OCC=2C(=CC=C(C=O)C=2)OC)=C(F)C(F)=C1)F,5.223
2596,NC(=O)N(O)C,1.299
2597,C=1(C(Cl)=CC=C(C=1Cl)C=2C=CC(=CC=2)Cl)Cl,7.306
2598,C=1C(=CC=C(C=CC(C)=O)C=1)O,3.805
2599,CC1(C)C(N2C(C(NC(C3=C(CO)ON=C3C4=C(C=CC=C4Cl)F)=O)C2=O)S1)C(O)=O,4.041
2600,C1=CC(COC(C2=CC=CC=C2SC3CC(=O)N3)=O)=CC=C1,4.198
2601,CC(C)N(C(C)=O)CC=C,3.067
2602,CCC(C=1C=CC=CC=1)CCCCCCCCCCC,5.032
2603,CN(C)P(N(C)C)(=O)N1CCCC1,2.417
2604,CCOP(OCC)(SCSCC)=O,3.368
2605,C=1SC2=C(C)C=CC=C2C=1,5.533
2606,O(C(C1=CC=C(C=C1)O)=O)CC,3.423
2607,C1(=O)OC2=CC=CC=C2N1,2.663
2608,N1C2=C(N(C=N2)CCOC)C(N(C)C1=O)=N,-0.419
2609,O=S(=O)(C)C1=CC=C(C=C1)N=NN(C)C,3.378
2610,CC(C)OC(=O)C(C(=O)OC(C)C)=C(SC)SC,5.274
2611,C(CN1C=CN=C1[N+]([O-])=O)C(=O)NCCO,0.539
2612,C1(C2(C(CC1OC(C)=O)(C3CCC4CC(OC5OC(C)C(C(OC)C5)O)CCC4(C3CC2)C)O)C)C=6CC(=O)OC=6,2.532
2613,O(CC)C=1C(=CC(=CC=1)C=O)OC,3.065
2614,C1(C)NC(CC1)=O,1.782
2615,C=1C(=CC=CC=1)C(C=2C=CC=CC=2)OCCCl,5.595
2616,C1C(OC(C1O)CO)N2C=C(C(NC2=O)=O)F,0.276
2617,C=1C(Cl)=C(C=C(C=1OC)OC)Cl,4.688
2618,O(P(=O)(SC)NCCC)C,2.227
2619,C1CC1C2(C)OC(C(C(=O)C2)C(CCC)=NOCC)=O,4.731
2620,C1(=C(OC)C=CC(=C1O)Br)C(NCC2N(CC)CCC2)=O,3.977
2621,C1=CC2=C(C=C1Cl)OC3=C2C=CC=C3Cl,6.732
2622,C1COCCOCCOCCOCCO1,1.322
2623,CC(C)OC(=O)C(C(OC(C)C)=O)=C1S(CCS1)=O,3.142
2624,O=[N+](C=1OC(=CC=1)C=CC(NN=CC2=CC=C(O2)[N+]([O-])=O)=O)[O-],3.919
2625,O=S(=O)(C=1SC(N(C)N=1)=NC(C)=O)N,1.303
2626,O=S(=O)(N)C=1C=CC(C(=O)NCCCCCC)=CC=1,3.568
2627,CC1(C)SCCSC1=NOC(NC)=O,2.805
2628,O=S(=O)(N)C1=CC=C(C(N)=O)C=C1,0.129
2629,CN1C=2C(N(C)C1=O)=CC=CC=2,3.284
2630,CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O,-0.876
2631,C12(C(CCC1(C(=O)COC(CCC(=O)OC)=O)O)C3C(C(O)C2)C4(CCC(CC4=CC3)=O)C)C,3.901
2632,C(CC)CCN(N=NC=1C=CC(=CC=1)C(=O)N)C,4.78
2633,C=1C(=CC=CC=1)C(NC(=O)CSC=2N=C3C(=NN=2)C4=CC=CC=C4N3CCC)C,5.069
2634,CC=1(C)C(=CC=C([N+]([O-])=O)C=1)OCC2OC(NC2)=N,3.351
2635,CC(C)C(N)C(NC(CC1=CC=CC=C1)C(NC(CC=2C=CC(=CC=2)O)C(O)=O)=O)=O,0.006
2636,C=1(Cl)N=NC(=CC=1)C(=O)N,1.426
2637,C=1C=C(C=CC=1N)C2=NC3=CC=C(Br)C=C3S2,4.511
2638,O1CCN(N=O)C(C1C=2C=CC=CC=2)C,3.604
2639,C(C)C1(CC)C(N(C(=O)NC1=O)C)=O,2.71
2640,CC(C)=NNC=1C([N+](=O)[O-])=CC([N+]([O-])=O)=CC=1,4.229
2641,O=S(=O)(c1c2c(c(CCC)c1)ccccc2)O,-5.101
2642,C(CCO)CCCN1N=NC2=CC=CC=C12,2.772
2643,C=1(C=CC=C(NC(=O)C)C=1)OCC(=O)O,2.126
2644,FC(F)(F)C1=CC=C(N2CCCN(CC2)C(=O)C=3SC4=CC=CC=C4C=3)N=C1.N=5C(CCN)=CC=CC=5,6.959
2645,CN(C)C1=CC=C(C(C2=CC=C(C=3C=CN=CC=3)C=C2)(O)CN4C=NC=C4)C=C1,4.253
2646,C1(Cl)=C(C(OC=2C(=CC(Cl)=CC=2)Cl)=CC=C1)Cl,6.984
2647,CN(C)C1=C2C(N(C3C(C(NC(C(N)CC4=CC=C(C=C4)OC)=O)C(CO)O3)O)C=N2)=NC=N1,1.812
2648,C1CC(CCN1CCC(C2=CC=CC=C2)C3=CC=CC=C3)N4C=5C=CC=CC=5N(C(CC)=O)C4=O.N6=C7C=CC=CN7C(C=8CCCC6=8)=O,7.015
2649,C1CCCC1,4.55
2650,CC(C)NC(=O)C=CC1=CC=C(O1)[N+](=O)[O-],3.166
2651,C(C(CC(=O)OCC)=O)=CC1=CC=C(C)C=C1,4.053
2652,O=S(=O)(C=1C=CC(C(C)=O)=CC=1)N,0.712
2653,C1CN(CCN1C2=CC=CC=C2OC)CCC=CC=3C=CC(F)=CC=,7.374
2654,CN(C)C=1N=C(C)N=C2N(C(=S)SC=12)C3=CC=CC=C3,5.13
2655,C(C(C)=O)(C#N)=NNC1=CC=CC(=C1)Cl,5.409
2656,C=1C=C(C(O)=O)C(=CC=1)I,4.412
2657,C1=C(C2=C(C=CC=N2)C(CC(=O)OCC)=C1)O,3.598
2658,O(C(C)=O)C=1C=CC=C(C=1)OCC,3.071
2659,C1(=CC=CC=C1)C=2NC(=O)CC=2O,1.938
2660,C1=CC=2C(=CC=CC=2)N1,3.383
2661,C1CC(CCC1=O)C,2.313
2662,N1=C(C(=NC=C1C=2C=CC=CC=2)C3=CC=CC=C3)C,5.849
2663,C1(C2(CC(OC(=O)C(C)O)C(C2=C(OC(C)=O)C(C3(C(CC4C(OC(=O)C)(C3C1OC(C5=CC=CC=C5)=O)CO4)O)C)=O)C)C)(O)C,-2.385
2664,O(CC(=O)O)C1=CC=CC(O)=C1,2.841
2665,C1CCCCC1CC(NC(=O)C(CCCC)OC(C(=O)N2CCC(CC2)OCOC)CC=3C=CC=CC=3)C(O)CC(C(C)C)C(=O)NCCN=C4NC(NN4)=N,0.772
2666,C1CN(CCC1C(=O)C=2C=CC(=CC=2)F)CCN3C(C4=CC=CC=C4NC3=O)=O,5.912
2667,CCOC=1C=CC(=CC=1)C(=O)OCC,5.166
2668,C1=CC(=CC=C1Cl)NC(=O)C,3.813
2669,ClC(Cl)(Cl)C(NC(C)=O)NC=1SC=2CCCCC=2C=1C(OC)=O,6.984
2670,O=C(O)C1=CC=C(C=C1)N=C=S,4.947
2671,CON=CC=1C=CC=CC=1,4.132
2672,C(CCC1=CC=CC=C1O)CCCCCCCCCC,12.543
2673,O=S(=O)(CCSP(OCC)(OCC)=S)CC,3.347
2674,C(NN=CC1=CC=CO1)(NC=2C=CC=CC=2)=O,4.102
2675,C(CCC(S)CCS)CC(=O)O,3.262
2676,[O-][N+](=O)C1=CC=C(C)C(C)=C1,4.402
2677,C=1(C(C2=CC(=C(C(Cl)=C2Cl)Cl)Cl)=CC(Cl)=CC=1)Cl,8.3
2678,N(C(CBr)=O)CC,1.765
2679,C=1(N=C2CCCC(C)N2C(C=1)=O)C,1.944
2680,C1(=CC=C([N+]([O-])=O)C=C1)C(NN)=O,1.408
2681,FC(F)(F)C=1C(=CC=CC=1)N,3.557
2682,C=1C=C(Br)C=CC=1N2C(=CCC2=O)O,2.848
2683,C1=CC(=CC=C1)CC(NC(CNC(CNC(C(CC=2C=CC(=CC=2)O)N)=O)=O)=O)C(NC(C(O)=O)CCSC)=O,0.154
2684,C=12C(=CC=CC=1)C(=O)C(C2=O)C3=CC(=CC=C3)C,4.283
2685,C(=O)(NC)C1=CNC=2C=CC=CC1=2,2.63
2686,C=1(SC=2C(=CC=CC=2)N=1)SC,4.882
2687,C1=CC(=CC=N1)CCN2C(=NC=C2[N+](=O)[O-])C,1.3
2688,CN(C)C=1NC([N+](=C(C=1)N)[O-])=N.C2(=NC(=C(C=C2Cl)Cl)Cl)Cl,3.709
2689,C1CCCCC1NC=2NC([N+](=C(C=2)N)[O-])=N,4.116
2690,C1(C)=C(O)C(C)=CC=C1,3.884
2691,C1CCCC1N2N=C3C=C(NS(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-])C=CC3=N2,5.354
2692,C1CCCCC1CC(NC(=O)C(CCCC)OC(C(=O)N2CCC(CC2)OCOC)CC=3C=CC=CC=3)C(O)CC(C(C)C)C(=O)NCCN=C4NC(NN4)=N,0.086
2693,C1=C(OC(=C1)C=CBr)[N+]([O-])=O,3.677
2694,CC(C)CC(N)C(NC(C(=O)NC(C(CC)C)C(=O)O)C(CC)C)=O,0.236
2695,N1=C(C2=CC(=CC=C2)OCC)C(N(NC)C(=N1)C)=O#C,4.711
2696,O(C)P(OC)(=S)SCN1N=NC2=CC=CC=C2C1=O,4.305
2697,C1=NC=2C(NC(=N)NC=2N1COCCOC(=O)CCC)=O,-1.532
2698,C1(OC2CC(O)C(C(C)O2)O)C(CC(OC1C)OC3CC4C(C)(C5C(CC4)C6(C(C(C=7CC(OC=7)=O)CC6)(CC5)C)O)CC3)O,2.447
2699,CN(C)C=NC1=NC(=O)N(C2OC(CO)C(F)C2)C=C1,0.647
2700,C(C)(SC)=NO,2.643
2701,CC(C)=CC1C(C1(C)C)C(OC2C(=C(CC#C)C(=O)C2)C)=O,4.976
2702,C1=CC2=CC=C(C(O)C)C=C2C=C1,4.244
2703,CC(C)NC(=O)C=CC1=NC=C([N+](=O)[O-])S1,3.109
2704,C(Cl)C(CCl)Cl,3.44
